"","X","id","date","pm25","pm10","o3","no2","so2","co","newdate"
"67944",63237,"yibin","2019/1/2",152,73,20,19,11,10,2019-01-02
"67945",63238,"yibin","2019/1/3",161,71,16,21,9,9,2019-01-03
"67946",63239,"yibin","2019/1/4",163,58,30,19,10,9,2019-01-04
"67947",63240,"yibin","2019/1/5",143,58,36,24,13,11,2019-01-05
"67948",63241,"yibin","2019/1/6",142,96,19,25,12,11,2019-01-06
"67949",63242,"yibin","2019/1/7",184,119,24,29,10,13,2019-01-07
"67950",63243,"yibin","2019/1/8",206,121,13,27,11,14,2019-01-08
"67951",63244,"yibin","2019/1/9",207,84,23,22,8,10,2019-01-09
"67952",63245,"yibin","2019/1/10",176,84,13,20,6,11,2019-01-10
"67953",63246,"yibin","2019/1/11",179,73,38,22,10,12,2019-01-11
"67954",63247,"yibin","2019/1/12",161,81,22,24,11,12,2019-01-12
"67955",63248,"yibin","2019/1/13",171,89,31,25,15,13,2019-01-13
"67956",63249,"yibin","2019/1/14",176,104,40,26,12,13,2019-01-14
"67957",63250,"yibin","2019/1/15",189,92,23,25,11,10,2019-01-15
"67958",63251,"yibin","2019/1/16",181,60,39,23,12,10,2019-01-16
"67959",63252,"yibin","2019/1/17",161,83,25,24,11,9,2019-01-17
"67960",63253,"yibin","2019/1/18",174,70,18,18,8,10,2019-01-18
"67961",63254,"yibin","2019/1/19",165,74,35,23,9,10,2019-01-19
"67962",63255,"yibin","2019/1/20",162,78,36,24,12,13,2019-01-20
"67963",63256,"yibin","2019/1/21",173,72,24,23,9,10,2019-01-21
"67964",63257,"yibin","2019/1/22",174,73,32,23,16,8,2019-01-22
"67965",63258,"yibin","2019/1/23",161,94,32,28,17,9,2019-01-23
"67966",63259,"yibin","2019/1/24",185,109,29,21,10,10,2019-01-24
"67967",63260,"yibin","2019/1/25",210,115,18,22,9,10,2019-01-25
"67968",63261,"yibin","2019/1/26",199,129,12,15,9,10,2019-01-26
"67969",63262,"yibin","2019/1/27",231,129,13,16,6,10,2019-01-27
"67970",63263,"yibin","2019/1/28",229,106,16,12,4,11,2019-01-28
"67971",63264,"yibin","2019/1/29",195,85,21,19,5,11,2019-01-29
"67972",63265,"yibin","2019/1/30",178,83,19,19,6,10,2019-01-30
"67973",63266,"yibin","2019/1/31",181,73,23,17,7,11,2019-01-31
"67974",63267,"yibin","2019/2/1",170,64,26,15,7,9,2019-02-01
"67975",63268,"yibin","2019/2/2",164,71,24,16,7,10,2019-02-02
"67976",63269,"yibin","2019/2/3",171,71,38,16,6,9,2019-02-03
"67977",63270,"yibin","2019/2/4",160,82,44,18,7,8,2019-02-04
"67978",63271,"yibin","2019/2/5",167,108,44,16,12,8,2019-02-05
"68082",63375,"yibin","2018/11/19",68,50,24,20,12,7,2018-11-19
"68083",63376,"yibin","2018/11/20",117,56,21,22,13,9,2018-11-20
"68084",63377,"yibin","2018/11/21",133,62,21,22,10,9,2018-11-21
"68085",63378,"yibin","2018/11/22",149,60,18,20,15,8,2018-11-22
"68086",63379,"yibin","2018/11/23",143,74,23,20,12,8,2018-11-23
"68087",63380,"yibin","2018/11/24",172,84,25,24,13,10,2018-11-24
"68088",63381,"yibin","2018/11/25",174,83,33,24,15,11,2018-11-25
"68089",63382,"yibin","2018/11/26",168,95,8,19,7,9,2018-11-26
"68090",63383,"yibin","2018/11/27",182,70,33,23,8,10,2018-11-27
"68091",63384,"yibin","2018/11/28",150,91,15,22,9,10,2018-11-28
"68092",63385,"yibin","2018/11/29",177,99,20,22,7,10,2018-11-29
"68093",63386,"yibin","2018/11/30",177,106,22,23,11,12,2018-11-30
"68094",63387,"yibin","2018/12/1",176,110,32,22,11,11,2018-12-01
"68095",63388,"yibin","2018/12/2",171,90,20,20,9,10,2018-12-02
"68096",63389,"yibin","2018/12/3",175,72,21,20,7,10,2018-12-03
"68097",63390,"yibin","2018/12/4",163,104,38,20,12,10,2018-12-04
"68098",63391,"yibin","2018/12/5",161,118,13,19,7,7,2018-12-05
"68099",63392,"yibin","2018/12/6",160,48,10,15,5,6,2018-12-06
"68100",63393,"yibin","2018/12/7",92,41,15,13,5,5,2018-12-07
