"","id","date","pm25","pm10","o3","no2","so2","co"
"1144",tianjin,"2017/5/24",104,59,NA,24,6,8
"1145",tianjin,"2017/5/25",123,70,NA,18,5,8
"1146",tianjin,"2017/5/26",96,60,NA,23,12,5
"1147",tianjin,"2017/5/27",94,93,NA,41,9,11
"1148",tianjin,"2017/5/28",146,112,NA,33,10,15
"1149",tianjin,"2017/5/29",168,97,NA,16,7,8
"1150",tianjin,"2017/5/30",124,68,NA,22,3,14
"1151",tianjin,"2017/5/31",133,84,NA,25,6,10
"1152",tianjin,"2017/6/1",156,61,NA,18,9,14
"1153",tianjin,"2017/6/2",124,54,NA,16,4,6
"1154",tianjin,"2017/6/3",87,45,NA,22,14,12
"1155",tianjin,"2017/6/4",97,57,NA,29,13,8
"1156",tianjin,"2017/6/5",116,74,NA,28,15,8
"1157",tianjin,"2017/6/6",134,46,NA,20,3,7
"1158",tianjin,"2017/6/7",116,49,NA,18,4,7
"1159",tianjin,"2017/6/8",133,73,NA,25,8,10
"1160",tianjin,"2017/6/9",138,73,NA,11,5,25
"1161",tianjin,"2017/6/10",114,52,NA,11,5,20
"1162",tianjin,"2017/6/11",63,60,NA,23,10,16
"1163",tianjin,"2017/6/12",81,57,NA,17,5,15
"1164",tianjin,"2017/6/13",101,55,NA,22,6,19
"1165",tianjin,"2017/6/14",130,65,NA,31,7,12
"1166",tianjin,"2017/6/15",140,77,NA,14,8,5
"1167",tianjin,"2017/6/16",145,78,NA,12,4,9
"1168",tianjin,"2017/6/17",147,72,NA,17,6,11
"1169",tianjin,"2017/6/18",146,68,NA,12,6,11
"1170",tianjin,"2017/6/19",139,74,NA,12,7,6
"1171",tianjin,"2017/6/20",156,57,NA,12,4,5
"1172",tianjin,"2017/6/21",113,63,NA,16,7,10
"1173",tianjin,"2017/6/22",124,54,NA,15,1,12
"1174",tianjin,"2017/6/23",131,29,NA,9,NA,11
"1175",tianjin,"2017/6/24",103,51,NA,10,1,17
"1176",tianjin,"2017/6/25",143,63,NA,16,2,16
"1177",tianjin,"2017/6/26",144,57,NA,20,2,11
"1178",tianjin,"2017/6/27",126,74,NA,18,7,15
"1179",tianjin,"2017/6/28",166,82,NA,18,5,14
"1180",tianjin,"2017/6/29",162,81,NA,17,4,14
"1181",tianjin,"2017/6/30",167,69,NA,15,2,12
"1182",tianjin,"2017/7/1",161,84,NA,14,2,15
"1183",tianjin,"2017/1/3",363,203,NA,54,15,56
"1184",tianjin,"2017/1/4",335,203,NA,66,12,71
"1185",tianjin,"2017/1/5",313,111,NA,35,15,25
"1186",tianjin,"2017/1/6",181,92,NA,43,22,19
"1187",tianjin,"2017/1/7",172,136,NA,49,19,29
"1188",tianjin,"2017/1/8",231,121,NA,36,13,27
"1189",tianjin,"2017/1/9",200,52,NA,22,11,11
"1190",tianjin,"2017/1/10",92,67,NA,24,9,14
"1191",tianjin,"2017/1/11",104,104,NA,43,23,22
"1192",tianjin,"2017/1/12",199,125,NA,53,28,31
"1193",tianjin,"2017/1/13",233,28,NA,15,5,8
"1194",tianjin,"2017/1/14",68,36,NA,18,9,10
"1195",tianjin,"2017/1/15",60,29,NA,23,15,8
"1196",tianjin,"2017/1/16",79,65,NA,34,14,18
"1197",tianjin,"2017/1/17",145,95,NA,35,18,28
"1198",tianjin,"2017/1/18",185,88,NA,37,21,26
"1199",tianjin,"2017/1/19",183,71,NA,24,14,19
"1200",tianjin,"2017/1/20",130,30,NA,16,6,9
"1201",tianjin,"2017/1/21",70,53,NA,22,15,12
"1202",tianjin,"2017/1/22",97,36,NA,18,7,10
"1203",tianjin,"2017/1/23",83,59,NA,35,27,16
"1204",tianjin,"2017/1/24",142,72,NA,39,17,25
"1205",tianjin,"2017/1/25",164,138,NA,43,38,26
"1206",tianjin,"2017/1/26",257,173,NA,38,21,30
"1207",tianjin,"2017/1/27",289,61,NA,14,16,8
"1208",tianjin,"2017/1/28",106,177,NA,29,44,18
"1209",tianjin,"2017/1/29",267,84,NA,15,11,12
"1210",tianjin,"2017/1/30",139,22,NA,11,4,6
"1211",tianjin,"2017/1/31",54,65,NA,20,16,14
"1212",tianjin,"2017/2/1",156,47,NA,15,12,9
"1213",tianjin,"2017/2/2",102,73,NA,26,18,15
"1214",tianjin,"2017/2/3",164,116,NA,34,19,20
"1215",tianjin,"2017/2/4",218,134,NA,23,10,18
"1216",tianjin,"2017/2/5",239,48,NA,16,6,12
"1217",tianjin,"2017/2/6",122,32,NA,17,8,12
"1218",tianjin,"2017/2/7",70,47,NA,28,18,15
"1219",tianjin,"2017/2/8",127,70,NA,20,8,13
"1220",tianjin,"2017/2/9",113,35,NA,9,3,9
"1221",tianjin,"2017/2/10",60,35,NA,12,3,8
"1222",tianjin,"2017/2/11",60,90,NA,26,15,11
"1223",tianjin,"2017/2/12",132,143,NA,51,37,22
"1224",tianjin,"2017/2/13",235,190,NA,56,25,28
"1225",tianjin,"2017/2/14",280,91,NA,45,17,23
"1226",tianjin,"2017/2/15",182,217,NA,68,23,32
"1227",tianjin,"2017/2/16",293,233,NA,50,20,30
"1228",tianjin,"2017/2/17",260,56,NA,19,6,9
"1229",tianjin,"2017/2/18",88,96,NA,39,25,20
"1230",tianjin,"2017/2/19",175,120,NA,34,17,18
"1231",tianjin,"2017/2/20",190,41,NA,13,3,7
"1232",tianjin,"2017/2/21",64,68,NA,40,21,18
"1233",tianjin,"2017/2/22",152,124,NA,36,15,29
"1234",tianjin,"2017/2/23",207,39,NA,19,6,12
"1235",tianjin,"2017/2/24",86,72,NA,33,12,18
"1236",tianjin,"2017/2/25",149,51,NA,35,9,14
"1237",tianjin,"2017/2/26",108,75,NA,37,14,20
"1238",tianjin,"2017/2/27",142,100,NA,45,25,23
"1239",tianjin,"2017/2/28",180,85,NA,37,14,18
"1240",tianjin,"2017/3/1",133,67,NA,23,9,16
"1241",tianjin,"2017/3/2",106,65,NA,26,9,11
"1242",tianjin,"2017/3/3",103,101,NA,34,14,11
"1243",tianjin,"2017/3/4",162,106,NA,42,17,16
"1244",tianjin,"2017/3/5",178,70,NA,25,9,12
"1245",tianjin,"2017/3/6",135,52,NA,19,7,7
"1246",tianjin,"2017/3/7",95,33,NA,12,3,5
"1247",tianjin,"2017/3/8",59,48,NA,25,6,9
"1248",tianjin,"2017/3/9",90,53,NA,27,9,11
"1249",tianjin,"2017/3/10",102,93,NA,42,23,16
"1250",tianjin,"2017/3/11",167,113,NA,57,35,24
"1251",tianjin,"2017/3/12",183,43,NA,23,11,16
"1252",tianjin,"2017/3/14",82,83,NA,39,17,17
"1253",tianjin,"2017/3/15",141,80,NA,41,25,15
"1254",tianjin,"2017/3/16",152,106,NA,42,25,17
"1255",tianjin,"2017/3/17",166,104,NA,41,16,13
"1256",tianjin,"2017/3/18",190,169,NA,63,19,26
"1257",tianjin,"2017/3/19",268,145,NA,53,26,23
"1258",tianjin,"2017/3/20",271,116,NA,37,16,11
"1259",tianjin,"2017/3/21",171,89,NA,29,14,12
"1260",tianjin,"2017/3/22",163,131,NA,40,29,16
"1261",tianjin,"2017/3/23",189,80,NA,38,11,15
"1262",tianjin,"2017/3/24",180,58,NA,25,5,11
"1263",tianjin,"2017/3/25",148,80,NA,27,7,18
"1264",tianjin,"2017/3/26",170,36,NA,18,4,7
"1265",tianjin,"2017/3/27",95,40,NA,20,4,6
"1266",tianjin,"2017/3/28",87,67,NA,35,13,10
"1267",tianjin,"2017/3/29",140,85,NA,27,11,10
"1268",tianjin,"2017/3/30",170,105,NA,35,14,15
"1269",tianjin,"2017/3/31",169,68,NA,29,9,10
"1270",tianjin,"2017/4/1",133,86,NA,27,13,11
"1271",tianjin,"2016/10/2",174,100,NA,36,15,13
"1272",tianjin,"2016/10/3",161,93,NA,26,12,14
"1273",tianjin,"2016/10/4",176,51,NA,14,5,9
"1274",tianjin,"2016/10/5",92,47,NA,21,7,15
"1275",tianjin,"2016/10/6",103,39,NA,18,4,8
"1276",tianjin,"2016/10/7",83,41,NA,22,4,13
"1277",tianjin,"2016/10/8",103,24,NA,16,3,7
"1278",tianjin,"2016/10/9",66,54,NA,31,10,11
"1279",tianjin,"2016/10/10",98,80,NA,37,17,15
"1280",tianjin,"2016/10/11",159,76,NA,28,9,11
"1281",tianjin,"2016/10/12",147,41,NA,29,6,10
"1282",tianjin,"2016/10/13",109,128,NA,47,15,21
"1283",tianjin,"2016/10/14",228,54,NA,12,9,5
"1284",tianjin,"2016/10/15",125,92,NA,28,18,9
"1285",tianjin,"2016/10/16",167,59,NA,11,4,6
"1286",tianjin,"2016/10/17",139,73,NA,21,7,12
"1287",tianjin,"2016/10/18",148,80,NA,31,12,14
"1288",tianjin,"2016/10/19",174,106,NA,38,7,16
"1289",tianjin,"2016/10/20",227,28,NA,19,4,10
"1290",tianjin,"2016/10/21",114,50,NA,26,11,19
"1291",tianjin,"2016/10/22",111,34,NA,19,5,17
"1292",tianjin,"2016/10/23",102,49,NA,23,7,11
"1293",tianjin,"2016/10/24",99,80,NA,40,16,20
"1294",tianjin,"2016/10/25",173,91,NA,36,15,22
"1295",tianjin,"2016/10/26",184,72,NA,24,5,14
"1296",tianjin,"2016/10/27",114,62,NA,31,6,18
"1297",tianjin,"2016/10/28",101,22,NA,15,1,6
"1298",tianjin,"2016/10/29",48,48,NA,25,5,10
"1299",tianjin,"2016/10/30",78,72,NA,25,10,10
"1300",tianjin,"2016/10/31",140,29,NA,11,2,5
"1301",tianjin,"2016/11/1",42,71,NA,31,13,15
"1302",tianjin,"2016/11/2",146,91,NA,34,19,14
"1303",tianjin,"2016/11/3",177,129,NA,31,10,20
"1304",tianjin,"2016/11/4",228,141,NA,34,5,23
"1305",tianjin,"2016/11/5",236,111,NA,29,4,25
"1306",tianjin,"2016/11/6",190,54,NA,20,7,9
"1307",tianjin,"2016/11/7",114,52,NA,28,5,10
"1308",tianjin,"2016/11/8",106,50,NA,24,9,13
"1309",tianjin,"2016/11/9",98,91,NA,32,20,17
"1310",tianjin,"2016/11/10",178,106,NA,29,10,16
"1311",tianjin,"2016/11/11",196,135,NA,38,16,29
"1312",tianjin,"2016/11/12",218,83,NA,28,16,22
"1313",tianjin,"2016/11/13",141,113,NA,34,9,15
"1314",tianjin,"2016/11/14",182,88,NA,26,6,14
"1315",tianjin,"2016/11/15",150,64,NA,27,14,14
"1316",tianjin,"2016/11/16",100,131,NA,42,26,19
"1317",tianjin,"2016/11/17",205,83,NA,28,7,14
"1318",tianjin,"2016/11/18",163,148,NA,38,8,24
"1319",tianjin,"2016/11/19",220,118,NA,28,7,25
"1320",tianjin,"2016/11/20",194,48,NA,17,4,9
"1321",tianjin,"2016/11/21",104,16,NA,10,3,9
"1322",tianjin,"2016/11/22",53,26,NA,11,2,7
"1323",tianjin,"2016/11/23",33,58,NA,26,12,13
"1324",tianjin,"2016/11/24",109,118,NA,36,28,22
"1325",tianjin,"2016/11/25",194,118,NA,35,22,18
"1326",tianjin,"2016/11/26",223,181,NA,42,34,25
"1327",tianjin,"2016/11/27",258,44,NA,22,6,10
"1328",tianjin,"2016/11/28",83,81,NA,35,24,20
"1329",tianjin,"2016/11/29",155,129,NA,53,26,32
"1330",tianjin,"2016/11/30",198,238,NA,51,21,34
"1331",tianjin,"2016/12/1",332,38,NA,25,7,13
"1332",tianjin,"2016/12/2",79,103,NA,42,37,22
"1333",tianjin,"2016/12/3",190,170,NA,43,19,22
"1334",tianjin,"2016/12/4",314,240,NA,49,11,34
"1335",tianjin,"2016/12/5",374,51,NA,21,12,15
"1336",tianjin,"2016/12/6",88,95,NA,35,15,17
"1337",tianjin,"2016/12/7",179,121,NA,42,18,25
"1338",tianjin,"2016/12/8",230,94,NA,30,19,16
"1339",tianjin,"2016/12/9",161,32,NA,22,6,9
"1340",tianjin,"2016/12/10",69,87,NA,40,17,18
"1341",tianjin,"2016/12/11",173,131,NA,50,44,22
"1342",tianjin,"2016/12/12",234,183,NA,50,29,27
"1343",tianjin,"2016/12/13",300,67,NA,33,21,20
"1344",tianjin,"2016/12/14",155,46,NA,30,14,15
"1345",tianjin,"2016/12/15",108,64,NA,27,14,14
"1346",tianjin,"2016/12/16",117,95,NA,37,20,19
"1347",tianjin,"2016/12/17",184,125,NA,39,16,22
"1348",tianjin,"2016/12/18",240,192,NA,60,18,46
"1349",tianjin,"2016/12/19",335,248,NA,67,7,61
"1350",tianjin,"2016/12/20",350,184,NA,66,10,62
"1351",tianjin,"2016/12/21",332,182,NA,64,11,66
"1352",tianjin,"2016/12/22",313,209,NA,39,7,51
"1353",tianjin,"2016/12/23",197,36,NA,22,7,11
"1354",tianjin,"2016/12/24",69,66,NA,39,32,13
"1355",tianjin,"2016/12/25",154,105,NA,42,41,22
"1356",tianjin,"2016/12/26",194,85,NA,35,13,22
"1357",tianjin,"2016/12/27",180,65,NA,33,9,17
"1358",tianjin,"2016/12/28",144,61,NA,31,9,12
"1359",tianjin,"2016/12/29",143,48,NA,26,6,10
"1360",tianjin,"2016/12/30",99,130,NA,36,21,26
"1361",tianjin,"2016/12/31",233,187,NA,40,17,30
"1362",tianjin,"2017/1/1",325,NA,NA,NA,NA,NA
"1363",tianjin,"2016/7/2",115,47,NA,9,4,3
"1364",tianjin,"2016/7/3",90,59,NA,14,7,4
"1365",tianjin,"2016/7/4",103,66,NA,15,3,7
"1366",tianjin,"2016/7/5",136,72,NA,19,5,11
"1367",tianjin,"2016/7/6",158,70,NA,22,5,10
"1368",tianjin,"2016/7/7",134,78,NA,22,3,11
"1369",tianjin,"2016/7/8",148,57,NA,20,2,10
"1370",tianjin,"2016/7/9",109,73,NA,20,1,9
"1371",tianjin,"2016/7/10",131,74,NA,11,2,8
"1372",tianjin,"2016/7/11",142,85,NA,17,3,10
"1373",tianjin,"2016/7/12",158,87,NA,21,3,8
"1374",tianjin,"2016/7/13",137,52,NA,14,3,8
"1375",tianjin,"2016/7/14",97,66,NA,25,8,9
"1376",tianjin,"2016/7/15",120,47,NA,15,3,6
"1377",tianjin,"2016/7/16",108,63,NA,17,6,8
"1378",tianjin,"2016/7/17",130,54,NA,12,5,8
"1379",tianjin,"2016/7/18",125,52,NA,18,4,5
"1380",tianjin,"2016/7/19",82,82,NA,11,1,7
"1381",tianjin,"2016/7/20",164,32,NA,5,NA,4
"1382",tianjin,"2016/7/21",71,59,NA,10,NA,6
"1383",tianjin,"2016/7/22",123,68,NA,18,1,8
"1384",tianjin,"2016/7/23",151,82,NA,16,1,9
"1385",tianjin,"2016/7/24",153,71,NA,14,1,8
"1386",tianjin,"2016/7/25",131,59,NA,17,NA,10
"1387",tianjin,"2016/7/26",141,33,NA,7,1,8
"1388",tianjin,"2016/7/27",76,55,NA,8,NA,7
"1389",tianjin,"2016/7/28",116,66,NA,9,NA,7
"1390",tianjin,"2016/7/29",119,76,NA,12,2,9
"1391",tianjin,"2016/7/30",151,72,NA,11,1,9
"1392",tianjin,"2016/7/31",150,47,NA,10,1,9
"1393",tianjin,"2016/8/1",93,53,NA,9,2,9
"1394",tianjin,"2016/8/2",116,50,NA,10,2,8
"1395",tianjin,"2016/8/3",108,61,NA,18,4,15
"1396",tianjin,"2016/8/4",126,48,NA,10,3,11
"1397",tianjin,"2016/8/5",87,51,NA,17,1,8
"1398",tianjin,"2016/8/6",103,62,NA,15,1,10
"1399",tianjin,"2016/8/7",134,46,NA,7,2,10
"1400",tianjin,"2016/8/8",101,41,NA,12,2,8
"1401",tianjin,"2016/8/9",66,64,NA,24,1,8
"1402",tianjin,"2016/8/10",131,79,NA,12,1,7
"1403",tianjin,"2016/8/11",168,68,NA,11,2,6
"1404",tianjin,"2016/8/12",148,52,NA,15,2,7
"1405",tianjin,"2016/8/13",122,48,NA,24,2,6
"1406",tianjin,"2016/8/14",98,71,NA,29,3,7
"1407",tianjin,"2016/8/15",91,49,NA,19,2,10
"1408",tianjin,"2016/8/16",107,49,NA,18,3,6
"1409",tianjin,"2016/8/17",84,64,NA,23,7,8
"1410",tianjin,"2016/8/18",114,78,NA,21,3,13
"1411",tianjin,"2016/8/19",163,38,NA,11,2,12
"1412",tianjin,"2016/8/20",88,45,NA,15,5,9
"1413",tianjin,"2016/8/21",93,73,NA,21,6,9
"1414",tianjin,"2016/8/22",134,57,NA,23,9,11
"1415",tianjin,"2016/8/23",93,64,NA,15,9,8
"1416",tianjin,"2016/8/24",104,60,NA,13,2,8
"1417",tianjin,"2016/8/25",137,36,NA,7,3,3
"1418",tianjin,"2016/8/26",74,33,NA,10,7,3
"1419",tianjin,"2016/8/27",55,45,NA,13,3,4
"1420",tianjin,"2016/8/28",66,38,NA,11,2,4
"1421",tianjin,"2016/8/29",51,52,NA,9,5,5
"1422",tianjin,"2016/8/30",76,49,NA,12,6,4
"1423",tianjin,"2016/8/31",102,48,NA,8,4,3
"1424",tianjin,"2016/9/1",92,30,NA,8,2,2
"1425",tianjin,"2016/9/2",43,42,NA,15,6,5
"1426",tianjin,"2016/9/3",72,48,NA,15,8,9
"1427",tianjin,"2016/9/4",76,43,NA,10,9,8
"1428",tianjin,"2016/9/5",82,41,NA,13,5,8
"1429",tianjin,"2016/9/6",63,52,NA,22,8,11
"1430",tianjin,"2016/9/7",103,30,NA,17,5,9
"1431",tianjin,"2016/9/8",66,27,NA,21,5,9
"1432",tianjin,"2016/9/9",56,54,NA,36,10,11
"1433",tianjin,"2016/9/10",89,86,NA,32,12,19
"1434",tianjin,"2016/9/11",151,37,NA,12,4,13
"1435",tianjin,"2016/9/12",89,45,NA,20,6,17
"1436",tianjin,"2016/9/13",96,63,NA,22,6,14
"1437",tianjin,"2016/9/14",146,81,NA,22,7,13
"1438",tianjin,"2016/9/15",166,93,NA,22,6,13
"1439",tianjin,"2016/9/16",181,100,NA,14,6,14
"1440",tianjin,"2016/9/17",187,38,NA,13,5,12
"1441",tianjin,"2016/9/18",93,34,NA,17,9,14
"1442",tianjin,"2016/9/19",67,27,NA,15,4,6
"1443",tianjin,"2016/9/20",52,41,NA,27,5,8
"1444",tianjin,"2016/9/21",71,51,NA,21,14,12
"1445",tianjin,"2016/9/22",102,79,NA,20,15,11
"1446",tianjin,"2016/9/23",141,93,NA,26,9,13
"1447",tianjin,"2016/9/24",158,98,NA,34,7,15
"1448",tianjin,"2016/9/25",164,93,NA,26,8,16
"1449",tianjin,"2016/9/26",165,86,NA,27,2,20
"1450",tianjin,"2016/9/27",162,42,NA,18,2,12
"1451",tianjin,"2016/9/28",116,37,NA,18,6,6
"1452",tianjin,"2016/9/29",65,62,NA,36,16,15
"1453",tianjin,"2016/9/30",124,71,NA,33,18,10
"1454",tianjin,"2016/10/1",152,96,NA,39,19,13
"1455",tianjin,"2016/4/2",139,57,NA,14,11,7
"1456",tianjin,"2016/4/3",74,81,NA,19,14,6
"1457",tianjin,"2016/4/4",99,100,NA,29,17,12
"1458",tianjin,"2016/4/5",165,128,NA,30,22,11
"1459",tianjin,"2016/4/6",184,120,NA,39,22,15
"1460",tianjin,"2016/4/7",207,121,NA,41,15,20
"1461",tianjin,"2016/4/8",160,84,NA,15,6,10
"1462",tianjin,"2016/4/9",79,255,NA,28,19,17
"1463",tianjin,"2016/4/10",175,131,NA,19,15,16
"1464",tianjin,"2016/4/11",131,82,NA,24,13,13
"1465",tianjin,"2016/4/12",120,110,NA,40,15,16
"1466",tianjin,"2016/4/13",177,212,NA,42,20,25
"1467",tianjin,"2016/4/14",299,85,NA,19,6,9
"1468",tianjin,"2016/4/15",128,102,NA,32,14,17
"1469",tianjin,"2016/4/16",162,73,NA,14,8,12
"1470",tianjin,"2016/4/17",137,45,NA,12,2,5
"1471",tianjin,"2016/4/18",80,45,NA,11,2,5
"1472",tianjin,"2016/4/19",84,78,NA,26,12,13
"1473",tianjin,"2016/4/20",146,93,NA,24,16,19
"1474",tianjin,"2016/4/21",165,100,NA,21,12,7
"1475",tianjin,"2016/4/22",170,112,NA,10,3,2
"1476",tianjin,"2016/4/23",109,73,NA,19,6,6
"1477",tianjin,"2016/4/24",100,98,NA,18,9,5
"1478",tianjin,"2016/4/25",141,81,NA,11,9,6
"1479",tianjin,"2016/4/26",171,87,NA,17,12,6
"1480",tianjin,"2016/4/27",159,80,NA,22,9,5
"1481",tianjin,"2016/4/28",161,84,NA,18,7,6
"1482",tianjin,"2016/4/29",150,93,NA,15,8,7
"1483",tianjin,"2016/4/30",165,83,NA,8,8,6
"1484",tianjin,"2016/5/1",156,96,NA,16,10,9
"1485",tianjin,"2016/5/2",159,78,NA,11,5,6
"1486",tianjin,"2016/5/3",119,58,NA,15,3,6
"1487",tianjin,"2016/5/4",84,66,NA,26,5,7
"1488",tianjin,"2016/5/5",91,72,NA,24,10,11
"1489",tianjin,"2016/5/6",130,236,NA,16,4,8
"1490",tianjin,"2016/5/7",131,193,NA,20,7,9
"1491",tianjin,"2016/5/8",117,75,NA,24,16,14
"1492",tianjin,"2016/5/9",132,72,NA,23,12,10
"1493",tianjin,"2016/5/10",137,74,NA,29,13,16
"1494",tianjin,"2016/5/11",133,101,NA,22,13,15
"1495",tianjin,"2016/5/12",175,55,NA,16,5,6
"1496",tianjin,"2016/5/13",115,65,NA,26,10,18
"1497",tianjin,"2016/5/14",126,63,NA,29,6,15
"1498",tianjin,"2016/5/15",150,47,NA,20,4,8
"1499",tianjin,"2016/5/16",126,64,NA,26,11,10
"1500",tianjin,"2016/5/17",123,84,NA,25,13,9
"1501",tianjin,"2016/5/18",142,82,NA,22,13,10
"1502",tianjin,"2016/5/19",152,83,NA,22,16,10
"1503",tianjin,"2016/5/20",165,78,NA,26,18,11
"1504",tianjin,"2016/5/21",153,77,NA,28,17,14
"1505",tianjin,"2016/5/22",165,78,NA,29,19,18
"1506",tianjin,"2016/5/23",149,84,NA,36,19,17
"1507",tianjin,"2016/5/24",153,56,NA,17,10,10
"1508",tianjin,"2016/5/25",133,43,NA,13,5,8
"1509",tianjin,"2016/5/26",96,70,NA,19,8,8
"1510",tianjin,"2016/5/27",103,98,NA,19,16,15
"1511",tianjin,"2016/5/28",142,71,NA,13,12,12
"1512",tianjin,"2016/5/29",138,87,NA,12,13,11
"1513",tianjin,"2016/5/30",163,101,NA,12,15,17
"1514",tianjin,"2016/5/31",171,94,NA,12,8,12
"1515",tianjin,"2016/6/1",103,49,NA,21,12,14
"1516",tianjin,"2016/6/2",94,48,NA,28,14,11
"1517",tianjin,"2016/6/3",94,64,NA,27,18,9
"1518",tianjin,"2016/6/4",103,77,NA,19,14,10
"1519",tianjin,"2016/6/5",174,58,NA,16,12,8
"1520",tianjin,"2016/6/6",146,46,NA,21,7,11
"1521",tianjin,"2016/6/7",155,74,NA,29,7,17
"1522",tianjin,"2016/6/8",136,80,NA,31,8,14
"1523",tianjin,"2016/6/9",103,96,NA,23,12,18
"1524",tianjin,"2016/6/10",166,94,NA,14,6,9
"1525",tianjin,"2016/6/11",154,27,NA,9,2,5
"1526",tianjin,"2016/6/12",45,54,NA,14,6,8
"1527",tianjin,"2016/6/13",105,54,NA,22,6,9
"1528",tianjin,"2016/6/14",95,57,NA,16,2,15
"1529",tianjin,"2016/6/15",144,30,NA,10,3,5
"1530",tianjin,"2016/6/16",76,64,NA,21,8,8
"1531",tianjin,"2016/6/17",114,87,NA,20,12,8
"1532",tianjin,"2016/6/18",125,37,NA,21,1,9
"1533",tianjin,"2016/6/19",71,74,NA,29,5,11
"1534",tianjin,"2016/6/20",146,58,NA,15,3,6
"1535",tianjin,"2016/6/21",122,70,NA,21,4,6
"1536",tianjin,"2016/6/22",154,55,NA,21,3,5
"1537",tianjin,"2016/6/23",100,68,NA,27,2,5
"1538",tianjin,"2016/6/24",117,30,NA,14,2,2
"1539",tianjin,"2016/6/25",66,32,NA,10,3,2
"1540",tianjin,"2016/6/26",45,54,NA,15,8,5
"1541",tianjin,"2016/6/27",96,55,NA,12,6,6
"1542",tianjin,"2016/6/28",103,47,NA,14,2,9
"1543",tianjin,"2016/6/29",101,67,NA,13,1,8
"1544",tianjin,"2016/6/30",151,73,NA,15,2,6
"1545",tianjin,"2016/7/1",150,53,NA,6,4,4
"1546",tianjin,"2016/1/5",160,53,NA,24,14,6
"1547",tianjin,"2016/1/6",101,63,NA,28,21,10
"1548",tianjin,"2016/1/7",110,51,NA,18,9,9
"1549",tianjin,"2016/1/8",77,47,NA,24,14,9
"1550",tianjin,"2016/1/9",95,173,NA,52,44,30
"1551",tianjin,"2016/1/10",257,171,NA,43,31,27
"1552",tianjin,"2016/1/11",214,41,NA,21,16,10
"1553",tianjin,"2016/1/12",78,48,NA,22,11,11
"1554",tianjin,"2016/1/13",80,90,NA,40,25,23
"1555",tianjin,"2016/1/14",163,116,NA,55,35,35
"1556",tianjin,"2016/1/15",177,169,NA,61,47,39
"1557",tianjin,"2016/1/16",246,94,NA,27,15,15
"1558",tianjin,"2016/1/17",173,58,NA,20,14,16
"1559",tianjin,"2016/1/18",132,76,NA,15,8,10
"1560",tianjin,"2016/1/19",78,63,NA,28,16,15
"1561",tianjin,"2016/1/20",105,77,NA,37,45,20
"1562",tianjin,"2016/1/21",153,78,NA,28,13,14
"1563",tianjin,"2016/1/22",151,74,NA,14,9,10
"1564",tianjin,"2016/1/23",97,70,NA,7,7,8
"1565",tianjin,"2016/1/24",58,62,NA,16,8,11
"1566",tianjin,"2016/1/25",70,73,NA,28,17,16
"1567",tianjin,"2016/1/26",113,72,NA,28,14,15
"1568",tianjin,"2016/1/27",100,102,NA,44,38,20
"1569",tianjin,"2016/1/28",167,102,NA,43,37,29
"1570",tianjin,"2016/1/29",173,56,NA,18,11,9
"1571",tianjin,"2016/1/30",83,54,NA,27,15,13
"1572",tianjin,"2016/1/31",100,45,NA,17,10,13
"1573",tianjin,"2016/2/1",77,57,NA,25,13,16
"1574",tianjin,"2016/2/2",118,37,NA,25,11,14
"1575",tianjin,"2016/2/3",90,104,NA,46,40,33
"1576",tianjin,"2016/2/4",183,36,NA,17,7,7
"1577",tianjin,"2016/2/5",83,50,NA,9,4,4
"1578",tianjin,"2016/2/6",70,45,NA,17,9,7
"1579",tianjin,"2016/2/7",86,118,NA,29,27,14
"1580",tianjin,"2016/2/8",177,216,NA,25,42,14
"1581",tianjin,"2016/2/9",238,70,NA,27,18,16
"1582",tianjin,"2016/2/10",133,85,NA,34,33,21
"1583",tianjin,"2016/2/11",138,84,NA,21,9,15
"1584",tianjin,"2016/2/12",165,122,NA,25,21,29
"1585",tianjin,"2016/2/13",209,25,NA,8,5,7
"1586",tianjin,"2016/2/14",86,27,NA,5,3,4
"1587",tianjin,"2016/2/15",60,50,NA,15,9,9
"1588",tianjin,"2016/2/16",75,70,NA,19,12,14
"1589",tianjin,"2016/2/17",106,49,NA,22,10,10
"1590",tianjin,"2016/2/18",96,60,NA,22,12,11
"1591",tianjin,"2016/2/19",100,61,NA,25,11,12
"1592",tianjin,"2016/2/20",102,34,NA,13,5,7
"1593",tianjin,"2016/2/21",80,78,NA,30,22,11
"1594",tianjin,"2016/2/22",155,127,NA,29,28,19
"1595",tianjin,"2016/2/23",194,35,NA,12,5,5
"1596",tianjin,"2016/2/24",75,55,NA,27,12,10
"1597",tianjin,"2016/2/25",118,60,NA,27,16,10
"1598",tianjin,"2016/2/26",101,56,NA,26,12,9
"1599",tianjin,"2016/2/27",97,78,NA,32,23,18
"1600",tianjin,"2016/2/28",136,66,NA,20,11,10
"1601",tianjin,"2016/2/29",116,40,NA,16,13,9
"1602",tianjin,"2016/3/1",92,100,NA,38,38,22
"1603",tianjin,"2016/3/2",174,153,NA,48,35,20
"1604",tianjin,"2016/3/3",234,184,NA,49,36,21
"1605",tianjin,"2016/3/4",276,150,NA,32,16,17
"1606",tianjin,"2016/3/5",224,309,NA,22,10,12
"1607",tianjin,"2016/3/6",189,304,NA,41,36,18
"1608",tianjin,"2016/3/7",195,128,NA,24,17,17
