"","X","id","date","pm25","pm10","o3","no2","so2","co","newdate"
"23465",18758,"dandong","2020/2/2",164,33,30,4,10,5,2020-02-02
"23466",18759,"dandong","2020/2/3",68,35,35,7,15,7,2020-02-03
"23467",18760,"dandong","2020/2/4",96,39,28,6,11,8,2020-02-04
"23494",18787,"dandong","2020/1/2",137,80,21,22,25,17,2020-01-02
"23495",18788,"dandong","2020/1/3",166,90,20,26,30,22,2020-01-03
"23496",18789,"dandong","2020/1/4",177,88,23,25,29,21,2020-01-04
"23497",18790,"dandong","2020/1/5",167,70,27,22,22,17,2020-01-05
"23498",18791,"dandong","2020/1/6",152,63,19,23,21,12,2020-01-06
"23499",18792,"dandong","2020/1/7",150,47,23,11,10,8,2020-01-07
"23500",18793,"dandong","2020/1/8",108,69,32,13,12,12,2020-01-08
"23501",18794,"dandong","2020/1/9",158,44,29,16,14,8,2020-01-09
"23502",18795,"dandong","2020/1/10",108,61,25,21,25,17,2020-01-10
"23503",18796,"dandong","2020/1/11",152,46,29,14,14,10,2020-01-11
"23504",18797,"dandong","2020/1/12",102,35,28,11,12,7,2020-01-12
"23505",18798,"dandong","2020/1/13",84,43,24,15,22,12,2020-01-13
"23506",18799,"dandong","2020/1/14",107,52,25,16,16,11,2020-01-14
"23507",18800,"dandong","2020/1/15",115,72,24,22,21,14,2020-01-15
"23508",18801,"dandong","2020/1/16",152,66,26,23,23,16,2020-01-16
"23509",18802,"dandong","2020/1/17",150,70,30,23,19,14,2020-01-17
"23510",18803,"dandong","2020/1/18",157,73,24,25,27,18,2020-01-18
"23511",18804,"dandong","2020/1/19",163,75,28,18,14,14,2020-01-19
"23512",18805,"dandong","2020/1/20",145,54,28,17,15,11,2020-01-20
"23513",18806,"dandong","2020/1/21",110,57,29,18,21,11,2020-01-21
"23514",18807,"dandong","2020/1/22",126,60,24,21,15,13,2020-01-22
"23515",18808,"dandong","2020/1/23",157,68,31,17,18,13,2020-01-23
"23516",18809,"dandong","2020/1/24",154,32,33,5,13,4,2020-01-24
"23517",18810,"dandong","2020/1/25",68,80,29,13,22,10,2020-01-25
"23518",18811,"dandong","2020/1/26",192,57,35,12,19,12,2020-01-26
"23519",18812,"dandong","2020/1/27",133,47,31,14,23,9,2020-01-27
"23520",18813,"dandong","2020/1/28",128,69,31,16,23,12,2020-01-28
"23521",18814,"dandong","2020/1/29",139,92,39,12,17,16,2020-01-29
"23522",18815,"dandong","2020/1/30",176,59,38,6,13,8,2020-01-30
"23523",18816,"dandong","2020/1/31",141,52,36,11,17,10,2020-01-31
"23524",18817,"dandong","2020/2/1",129,79,36,15,22,16,2020-02-01
"23572",18865,"dandong","2019/11/18",89,86,24,8,7,6,2019-11-18
"23573",18866,"dandong","2019/11/19",67,54,23,14,14,9,2019-11-19
"23574",18867,"dandong","2019/11/20",91,57,29,17,21,13,2019-11-20
"23575",18868,"dandong","2019/11/21",117,62,9,23,18,12,2019-11-21
"23576",18869,"dandong","2019/11/22",132,78,27,22,21,17,2019-11-22
"23577",18870,"dandong","2019/11/23",139,73,23,27,14,21,2019-11-23
"23578",18871,"dandong","2019/11/24",152,25,22,8,5,6,2019-11-24
"23579",18872,"dandong","2019/11/25",47,30,22,7,11,4,2019-11-25
"23580",18873,"dandong","2019/11/26",42,88,20,18,17,11,2019-11-26
"23581",18874,"dandong","2019/11/27",129,39,24,7,5,4,2019-11-27
"23582",18875,"dandong","2019/11/28",46,45,25,8,9,5,2019-11-28
"23583",18876,"dandong","2019/11/29",64,47,25,10,11,5,2019-11-29
"23584",18877,"dandong","2019/11/30",66,42,21,17,17,10,2019-11-30
"23585",18878,"dandong","2019/12/1",113,38,22,13,10,7,2019-12-01
"23586",18879,"dandong","2019/12/2",77,36,26,15,12,10,2019-12-02
"23587",18880,"dandong","2019/12/3",84,59,20,21,20,15,2019-12-03
"23588",18881,"dandong","2019/12/4",128,41,25,13,11,8,2019-12-04
"23589",18882,"dandong","2019/12/5",81,32,23,9,9,6,2019-12-05
"23590",18883,"dandong","2019/12/6",57,51,22,15,18,9,2019-12-06
"23591",18884,"dandong","2019/12/7",108,54,21,17,14,9,2019-12-07
"23592",18885,"dandong","2019/12/8",113,67,23,20,23,18,2019-12-08
"23593",18886,"dandong","2019/12/9",147,76,23,26,22,19,2019-12-09
"23594",18887,"dandong","2019/12/10",166,102,19,22,15,15,2019-12-10
"23595",18888,"dandong","2019/12/11",185,68,21,12,9,8,2019-12-11
"23596",18889,"dandong","2019/12/12",117,55,23,14,16,8,2019-12-12
"23597",18890,"dandong","2019/12/13",115,80,16,23,19,15,2019-12-13
"23598",18891,"dandong","2019/12/14",147,42,23,13,14,9,2019-12-14
"23599",18892,"dandong","2019/12/15",88,62,21,19,21,16,2019-12-15
"23600",18893,"dandong","2019/12/16",136,67,12,20,22,14,2019-12-16
"23601",18894,"dandong","2019/12/17",148,34,24,8,15,7,2019-12-17
"23602",18895,"dandong","2019/12/18",79,23,25,9,8,6,2019-12-18
"23603",18896,"dandong","2019/12/19",56,38,21,15,16,8,2019-12-19
"23604",18897,"dandong","2019/12/20",95,61,22,18,23,13,2019-12-20
"23605",18898,"dandong","2019/12/21",138,70,20,20,18,15,2019-12-21
"23606",18899,"dandong","2019/12/22",154,61,18,18,15,13,2019-12-22
"23607",18900,"dandong","2019/12/23",147,41,28,13,12,8,2019-12-23
"23608",18901,"dandong","2019/12/24",99,56,27,23,22,15,2019-12-24
"23609",18902,"dandong","2019/12/25",142,68,19,28,24,16,2019-12-25
"23610",18903,"dandong","2019/12/26",161,62,27,16,13,10,2019-12-26
"23611",18904,"dandong","2019/12/27",138,70,29,22,22,14,2019-12-27
"23612",18905,"dandong","2019/12/28",155,73,20,26,23,20,2019-12-28
"23613",18906,"dandong","2019/12/29",162,64,27,19,13,14,2019-12-29
"23614",18907,"dandong","2019/12/30",133,NA,NA,NA,NA,NA,2019-12-30
"25700",20993,"dandong","2020/1/1",NA,64,20,18,18,13,2020-01-01
