"","X","id","date","pm25","pm10","o3","no2","so2","co","newdate"
"18984",14277,"chuzhou","2020/4/2",114,56,41,12,4,4,2020-04-02
"18985",14278,"chuzhou","2020/4/3",97,55,52,16,4,5,2020-04-03
"18986",14279,"chuzhou","2020/4/4",110,77,67,11,4,6,2020-04-04
"18987",14280,"chuzhou","2020/4/5",146,54,43,10,3,3,2020-04-05
"18988",14281,"chuzhou","2020/4/6",74,68,53,26,6,8,2020-04-06
"18989",14282,"chuzhou","2020/4/7",129,68,48,30,5,9,2020-04-07
"18990",14283,"chuzhou","2020/4/8",127,62,51,23,5,7,2020-04-08
"18991",14284,"chuzhou","2020/4/9",107,79,64,25,5,6,2020-04-09
"18992",14285,"chuzhou","2020/4/10",135,62,44,10,3,5,2020-04-10
"18993",14286,"chuzhou","2020/4/11",111,41,39,7,3,5,2020-04-11
"18994",14287,"chuzhou","2020/4/12",108,65,48,8,4,6,2020-04-12
"18995",14288,"chuzhou","2020/4/13",134,62,67,13,4,6,2020-04-13
"18996",14289,"chuzhou","2020/4/14",122,76,62,27,6,9,2020-04-14
"18997",14290,"chuzhou","2020/4/15",142,60,62,19,5,6,2020-04-15
"18998",14291,"chuzhou","2020/4/16",112,65,49,19,9,7,2020-04-16
"18999",14292,"chuzhou","2020/4/17",110,74,45,12,5,7,2020-04-17
"19000",14293,"chuzhou","2020/4/18",139,68,48,14,3,7,2020-04-18
"19001",14294,"chuzhou","2020/4/19",145,33,49,7,3,7,2020-04-19
"19002",14295,"chuzhou","2020/4/20",90,51,50,12,3,8,2020-04-20
"19003",14296,"chuzhou","2020/4/21",125,53,33,20,6,7,2020-04-21
"19004",14297,"chuzhou","2020/4/22",106,65,57,16,5,7,2020-04-22
"19005",14298,"chuzhou","2020/4/23",141,58,48,12,5,5,2020-04-23
"19006",14299,"chuzhou","2020/4/24",97,58,68,11,4,5,2020-04-24
"19007",14300,"chuzhou","2020/4/25",103,59,66,9,4,4,2020-04-25
"19008",14301,"chuzhou","2020/4/26",95,81,79,11,6,7,2020-04-26
"19014",14307,"chuzhou","2020/3/2",112,51,36,12,2,9,2020-03-02
"19015",14308,"chuzhou","2020/3/3",125,49,24,12,2,7,2020-03-03
"19016",14309,"chuzhou","2020/3/4",110,63,42,14,4,8,2020-03-04
"19017",14310,"chuzhou","2020/3/5",144,54,44,17,7,8,2020-03-05
"19018",14311,"chuzhou","2020/3/6",121,66,34,23,3,9,2020-03-06
"19019",14312,"chuzhou","2020/3/7",140,57,44,10,2,8,2020-03-07
"19020",14313,"chuzhou","2020/3/8",139,79,38,16,2,10,2020-03-08
"19021",14314,"chuzhou","2020/3/9",154,37,37,8,1,7,2020-03-09
"19022",14315,"chuzhou","2020/3/10",105,54,38,6,1,8,2020-03-10
"19023",14316,"chuzhou","2020/3/11",128,71,47,12,3,9,2020-03-11
"19024",14317,"chuzhou","2020/3/12",151,79,45,22,3,10,2020-03-12
"19025",14318,"chuzhou","2020/3/13",152,68,30,14,2,8,2020-03-13
"19026",14319,"chuzhou","2020/3/14",136,43,41,8,2,7,2020-03-14
"19027",14320,"chuzhou","2020/3/15",94,67,48,14,3,8,2020-03-15
"19028",14321,"chuzhou","2020/3/16",110,66,39,18,3,9,2020-03-16
"19029",14322,"chuzhou","2020/3/17",115,60,51,17,4,8,2020-03-17
"19030",14323,"chuzhou","2020/3/18",111,63,66,13,3,7,2020-03-18
"19031",14324,"chuzhou","2020/3/19",117,118,40,12,3,7,2020-03-19
"19032",14325,"chuzhou","2020/3/20",108,78,60,23,4,9,2020-03-20
"19033",14326,"chuzhou","2020/3/21",115,67,55,18,5,9,2020-03-21
"19034",14327,"chuzhou","2020/3/22",126,67,43,11,2,5,2020-03-22
"19035",14328,"chuzhou","2020/3/23",113,58,38,22,4,8,2020-03-23
"19036",14329,"chuzhou","2020/3/24",104,61,39,24,4,7,2020-03-24
"19037",14330,"chuzhou","2020/3/25",111,51,25,19,3,8,2020-03-25
"19038",14331,"chuzhou","2020/3/26",102,48,19,23,2,11,2020-03-26
"19039",14332,"chuzhou","2020/3/27",133,40,32,6,2,3,2020-03-27
"19040",14333,"chuzhou","2020/3/28",71,35,30,8,2,4,2020-03-28
"19041",14334,"chuzhou","2020/3/29",66,39,24,16,2,4,2020-03-29
"19042",14335,"chuzhou","2020/3/30",85,29,29,10,2,4,2020-03-30
"19043",14336,"chuzhou","2020/3/31",80,52,22,17,3,7,2020-03-31
"19044",14337,"chuzhou","2020/4/1",114,48,39,10,3,4,2020-04-01
"19050",14343,"chuzhou","2020/2/7",95,28,25,9,2,7,2020-02-07
"19051",14344,"chuzhou","2020/2/8",88,41,27,8,3,7,2020-02-08
"19052",14345,"chuzhou","2020/2/9",112,41,38,9,4,8,2020-02-09
"19053",14346,"chuzhou","2020/2/10",117,44,41,14,4,9,2020-02-10
"19054",14347,"chuzhou","2020/2/11",119,34,28,10,5,9,2020-02-11
"19055",14348,"chuzhou","2020/2/12",93,34,34,11,5,9,2020-02-12
"19056",14349,"chuzhou","2020/2/13",96,44,20,16,5,12,2020-02-13
"19057",14350,"chuzhou","2020/2/14",115,38,15,14,6,11,2020-02-14
"19058",14351,"chuzhou","2020/2/15",92,18,24,8,4,8,2020-02-15
"19059",14352,"chuzhou","2020/2/16",106,41,34,5,4,6,2020-02-16
"19060",14353,"chuzhou","2020/2/17",101,28,36,3,4,5,2020-02-17
"19061",14354,"chuzhou","2020/2/18",72,34,40,10,5,7,2020-02-18
"19062",14355,"chuzhou","2020/2/19",86,49,33,16,6,10,2020-02-19
"19063",14356,"chuzhou","2020/2/20",114,54,47,17,7,10,2020-02-20
