"","X","id","date","pm25","pm10","o3","no2","so2","co","newdate"
"36875",32168,"hefei","2020/4/2",86,55,45,17,3,5,2020-04-02
"36876",32169,"hefei","2020/4/3",103,50,57,16,4,4,2020-04-03
"36877",32170,"hefei","2020/4/4",85,64,66,24,4,5,2020-04-04
"36878",32171,"hefei","2020/4/5",126,72,37,18,3,13,2020-04-05
"36879",32172,"hefei","2020/4/6",75,58,47,24,6,5,2020-04-06
"36880",32173,"hefei","2020/4/7",93,56,38,33,8,6,2020-04-07
"36881",32174,"hefei","2020/4/8",86,63,49,34,7,6,2020-04-08
"36882",32175,"hefei","2020/4/9",94,63,65,39,7,5,2020-04-09
"36883",32176,"hefei","2020/4/10",97,66,52,23,3,5,2020-04-10
"36884",32177,"hefei","2020/4/11",117,32,39,9,1,4,2020-04-11
"36885",32178,"hefei","2020/4/12",79,53,52,9,2,5,2020-04-12
"36886",32179,"hefei","2020/4/13",101,64,61,23,4,5,2020-04-13
"36887",32180,"hefei","2020/4/14",90,64,61,27,5,5,2020-04-14
"36888",32181,"hefei","2020/4/15",100,55,52,21,4,4,2020-04-15
"36889",32182,"hefei","2020/4/16",79,65,56,19,5,4,2020-04-16
"36890",32183,"hefei","2020/4/17",93,92,34,23,6,6,2020-04-17
"36891",32184,"hefei","2020/4/18",144,68,47,20,3,7,2020-04-18
"36892",32185,"hefei","2020/4/19",125,36,48,14,2,6,2020-04-19
"36893",32186,"hefei","2020/4/20",88,47,42,22,2,9,2020-04-20
"36894",32187,"hefei","2020/4/21",105,50,37,19,3,6,2020-04-21
"36895",32188,"hefei","2020/4/22",103,59,67,20,5,5,2020-04-22
"36896",32189,"hefei","2020/4/23",103,55,43,20,4,2,2020-04-23
"36897",32190,"hefei","2020/4/24",71,70,62,34,4,6,2020-04-24
"36905",32198,"hefei","2020/3/2",82,32,33,11,2,4,2020-03-02
"36906",32199,"hefei","2020/3/3",91,43,25,14,3,4,2020-03-03
"36907",32200,"hefei","2020/3/4",97,59,44,16,3,6,2020-03-04
"36908",32201,"hefei","2020/3/5",143,42,43,15,4,5,2020-03-05
"36909",32202,"hefei","2020/3/6",85,52,32,18,5,6,2020-03-06
"36910",32203,"hefei","2020/3/7",128,51,43,19,3,8,2020-03-07
"36911",32204,"hefei","2020/3/8",137,56,41,23,4,7,2020-03-08
"36912",32205,"hefei","2020/3/9",138,54,22,12,1,5,2020-03-09
"36913",32206,"hefei","2020/3/10",124,48,35,13,2,9,2020-03-10
"36914",32207,"hefei","2020/3/11",143,57,46,14,2,7,2020-03-11
"36915",32208,"hefei","2020/3/12",129,61,38,16,4,6,2020-03-12
"36916",32209,"hefei","2020/3/13",112,53,27,18,2,6,2020-03-13
"36917",32210,"hefei","2020/3/14",124,46,43,15,2,4,2020-03-14
"36918",32211,"hefei","2020/3/15",72,64,54,20,3,4,2020-03-15
"36919",32212,"hefei","2020/3/16",82,73,37,30,5,6,2020-03-16
"36920",32213,"hefei","2020/3/17",110,65,54,30,3,6,2020-03-17
"36921",32214,"hefei","2020/3/18",111,71,60,34,3,7,2020-03-18
"36922",32215,"hefei","2020/3/19",118,144,41,21,3,3,2020-03-19
"36923",32216,"hefei","2020/3/20",102,90,59,26,5,5,2020-03-20
"36924",32217,"hefei","2020/3/21",104,59,39,21,11,5,2020-03-21
"36925",32218,"hefei","2020/3/22",101,59,66,19,4,4,2020-03-22
"36926",32219,"hefei","2020/3/23",112,49,36,18,5,4,2020-03-23
"36927",32220,"hefei","2020/3/24",63,54,44,22,6,4,2020-03-24
"36928",32221,"hefei","2020/3/25",83,49,25,17,4,5,2020-03-25
"36929",32222,"hefei","2020/3/26",90,27,21,16,2,6,2020-03-26
"36930",32223,"hefei","2020/3/27",79,27,33,7,1,2,2020-03-27
"36931",32224,"hefei","2020/3/28",46,24,35,8,2,2,2020-03-28
"36932",32225,"hefei","2020/3/29",47,23,30,12,2,3,2020-03-29
"36933",32226,"hefei","2020/3/30",58,32,27,13,2,5,2020-03-30
"36934",32227,"hefei","2020/3/31",84,30,12,18,2,5,2020-03-31
"36935",32228,"hefei","2020/4/1",86,34,33,15,2,5,2020-04-01
"36939",32232,"hefei","2020/2/5",166,54,36,18,2,8,2020-02-05
"36940",32233,"hefei","2020/2/6",148,32,25,7,1,4,2020-02-06
"36941",32234,"hefei","2020/2/7",86,19,20,7,1,5,2020-02-07
"36942",32235,"hefei","2020/2/8",68,28,23,7,1,4,2020-02-08
"36943",32236,"hefei","2020/2/9",84,32,33,11,2,5,2020-02-09
"36944",32237,"hefei","2020/2/10",94,37,32,9,3,6,2020-02-10
"36945",32238,"hefei","2020/2/11",105,23,30,7,2,5,2020-02-11
"36946",32239,"hefei","2020/2/12",69,26,28,11,2,6,2020-02-12
"36947",32240,"hefei","2020/2/13",72,21,25,10,1,7,2020-02-13
"36948",32241,"hefei","2020/2/14",62,24,15,11,2,7,2020-02-14
"36949",32242,"hefei","2020/2/15",66,12,25,5,1,3,2020-02-15
"36950",32243,"hefei","2020/2/16",46,30,34,6,3,3,2020-02-16
"36951",32244,"hefei","2020/2/17",69,30,36,9,3,3,2020-02-17
"36952",32245,"hefei","2020/2/18",60,31,41,13,3,4,2020-02-18
"36953",32246,"hefei","2020/2/19",72,38,34,12,3,6,2020-02-19
"36954",32247,"hefei","2020/2/20",90,43,40,15,3,5,2020-02-20
"36955",32248,"hefei","2020/2/21",105,46,41,15,2,4,2020-02-21
"36956",32249,"hefei","2020/2/22",105,79,46,17,3,4,2020-02-22
"36957",32250,"hefei","2020/2/23",120,79,45,17,8,5,2020-02-23
"36958",32251,"hefei","2020/2/24",139,58,43,16,4,5,2020-02-24
"36959",32252,"hefei","2020/2/25",115,69,32,19,2,8,2020-02-25
"36960",32253,"hefei","2020/2/26",154,39,35,8,2,5,2020-02-26
"36961",32254,"hefei","2020/2/27",101,53,32,12,2,5,2020-02-27
"36962",32255,"hefei","2020/2/28",118,25,16,12,1,5,2020-02-28
"36963",32256,"hefei","2020/2/29",84,27,16,15,2,5,2020-02-29
"36964",32257,"hefei","2020/3/1",84,27,27,10,2,4,2020-03-01
