"","X","id","date","pm25","pm10","o3","no2","so2","co","newdate"
"60744",56037,"wuxi","2019/4/2",89,75,43,40,9,8,2019-04-02
"60745",56038,"wuxi","2019/4/3",120,77,54,31,7,8,2019-04-03
"60746",56039,"wuxi","2019/4/4",145,66,40,23,5,6,2019-04-04
"60747",56040,"wuxi","2019/4/5",135,72,81,29,7,8,2019-04-05
"60748",56041,"wuxi","2019/4/6",154,81,83,31,6,8,2019-04-06
"60749",56042,"wuxi","2019/4/7",153,81,87,25,8,12,2019-04-07
"60750",56043,"wuxi","2019/4/8",149,90,99,23,7,9,2019-04-08
"60751",56044,"wuxi","2019/4/9",165,60,43,14,3,7,2019-04-09
"60752",56045,"wuxi","2019/4/10",124,42,31,15,3,7,2019-04-10
"60753",56046,"wuxi","2019/4/11",99,55,43,24,5,7,2019-04-11
"60754",56047,"wuxi","2019/4/12",100,75,79,28,7,11,2019-04-12
"60755",56048,"wuxi","2019/4/13",156,60,77,25,5,8,2019-04-13
"60756",56049,"wuxi","2019/4/14",121,71,51,22,6,12,2019-04-14
"60757",56050,"wuxi","2019/4/15",130,69,73,23,4,9,2019-04-15
"60758",56051,"wuxi","2019/4/16",119,64,55,22,5,6,2019-04-16
"60759",56052,"wuxi","2019/4/17",97,72,95,27,5,10,2019-04-17
"60760",56053,"wuxi","2019/4/18",141,79,108,34,8,9,2019-04-18
"60761",56054,"wuxi","2019/4/19",149,70,53,19,4,8,2019-04-19
"60762",56055,"wuxi","2019/4/20",138,54,37,16,2,6,2019-04-20
"60763",56056,"wuxi","2019/4/21",105,48,23,19,2,6,2019-04-21
"60764",56057,"wuxi","2019/4/22",108,28,20,19,1,5,2019-04-22
"60765",56058,"wuxi","2019/4/23",79,54,42,28,4,10,2019-04-23
"60867",56160,"wuxi","2019/2/3",154,72,20,16,4,17,2019-02-03
"60868",56161,"wuxi","2019/2/4",160,120,36,11,4,17,2019-02-04
"60869",56162,"wuxi","2019/2/5",198,76,32,6,4,9,2019-02-05
"60870",56163,"wuxi","2019/2/6",136,75,31,12,3,13,2019-02-06
"60871",56164,"wuxi","2019/2/7",160,59,29,7,2,11,2019-02-07
"60872",56165,"wuxi","2019/2/8",126,34,26,8,3,6,2019-02-08
"60873",56166,"wuxi","2019/2/9",67,39,25,8,3,7,2019-02-09
"60874",56167,"wuxi","2019/2/10",91,40,23,11,4,8,2019-02-10
"60875",56168,"wuxi","2019/2/11",82,44,21,13,3,8,2019-02-11
"60876",56169,"wuxi","2019/2/12",93,48,23,16,3,7,2019-02-12
"60877",56170,"wuxi","2019/2/13",118,44,30,13,3,8,2019-02-13
"60878",56171,"wuxi","2019/2/14",93,41,30,14,2,7,2019-02-14
